item_id,title,LOCATION,ROOM TYPE,NEAR FACILITIES,CITY,PARKING,REVIEWS
545,GLACIER RESTUARANT,NALTAR GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
546,ADEEB GUEST HOUSE,NALTAR GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
547,MEHMAAN GUEST HOUSE ,NALTAR GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
548,NALTAR  HORIZON,NALTAR GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
549,FLYING BIRDS INN,NALTAR GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
550,JUNGLE HUTS,NALTAR GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
551,SOHAIL CAMP SITE,NALTAR GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
552,HIGH LAND HOTEL,NALTAR GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
553,UTOPIA HOTEL,NALTAR GILGIT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
554,CHALT VIEW HOTEL,CHALT NAGAR,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
555,CHALT VIEW RESTAURANT,CHALT NAGAR,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
556,FRIENDS GARDEN,CHALT NAGAR,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
557,GAPPA HOTEL,CHALT NAGAR,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
558,HAIDER HOTEL,CHALT NAGAR,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
559,HARGISA HUT,SUNDUS SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
560,SHANGRILA RESORT,LOWER KACHURA LAKE SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
561,PTDC ASTAK MOTEL,SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
562,HOTEL DEWAN-E-KHAS,DEWANE-E-KHAS ROAD SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
563,HOTEL SNOWLAND PALACE,HAMEED GARGH SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
564,HOTEL 1 SKARDU,AIRPORT ROAD SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
565,HOTEL MOUNTAIN LODGE,SATPARA ROAD SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
566,HOTEL MASHABRUM,COLLOGE ROAD SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",GILGIT,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
567,HOTEL MOUNTAIN LOGOON ,NEAR SHANGRILA RESORT,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",ASTORE,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
568,KAMRAN HOTEL,RAMA ROAD ASTORE,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",ASTORE,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
569,KAMRAN RESTAURANT,RAMA ROAD ASTORE,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",ASTORE,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
570,RAMA GREEN VIEW HOTEL,RAMA ROAD ASTORE,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
571,HOTEL SUMMIT,AIRPORT ROAD SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
572,SUMMIT RESTAURANT,AIRPORT ROAD SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
573,INDUS VIEW HOTEL,AIRPORT ROAD SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
574,RAFSAL THE GUEST HOUSE,AIRPORT ROAD SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
575,HEAVEN GUEST HOUSE,AIRPORT ROAD SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
576,SKARDU VILAS,AIRPORT ROAD SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
577,BALTISTAN MOUNTAIN CHALET,COLLOGE ROAD SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
578,HOTEL REEGO,ALAMDAR ROAD,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
579,HOTEL HIMALAYA SKARDU,SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
580,CAPRAFAL HOTEL,UPPER KACHURA SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
581,CAPRAFAL RESTAURANT,UPPER KACHURA SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
582,CAPRAFAL GUEST HOUSE,UPPER KACHURA SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
583,RAMA MIDWAY GUEST HOSUE,RAMA ROAD ASTORE,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",ASTORE,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
584,GRACE LAND HOTEL SKARDU,PATAWAL ROAD,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",ASTORE,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
585,MONDOQ PALACE,KAZMI BAZAR SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
586,RIVER VIEW HOTEL,SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
587,RIVER VIEW HOTEL,SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
588,HOTEL HARGISA,JAFRII ROAD SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
589,FIVE STAR GUEST HOUSE,SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
590,HOTEL RIVER VIEW SHIGER,SHIGAR,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
591,SARFARANGI HOTEL,AIRPORT ROAD SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
592,SARFARANGI RESTAURANT,AIRPORT ROAD SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
593,RONDU HOTEL,SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
594,DEOSAI GATEWAY HOTEL,SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
595,HOTEL DE TRANGO,PIA OFFICE SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
596,INDUS MOTEL,COLLOGE ROAD SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
597,SEHRISH GUEST HOUSE,SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
598,SHALIMAR HOTEL SKARDU,KACHURA SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
599,SHALIMAR RESTAURANT,KACHURA SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
600,SNOWLAND PALACE SKARDU,COLLOGE ROAD SKARDU,"TRIPLE BED FAMILY,DELUX ROOM,HALL,SIDE ROOM,4 BEDED,SINGLE ROOMS","HOSPITAL,MARKET,PICNIC POINTS",SKARDU,AVAILABLE,"EXCELLENT STAYED HOTEL,GOOD LOCATION HOTEL, COMFORTABLE BED-QUIET-STAFF HELPFULL,OK PRICE LOOK HOTEL,NICE CLEAN HOTEL, NICE FOOD,WALKING DISTANCE FROM MAIN CITY,SAFE"
