item_id,PLACES,THINGS_TO_DO,LOCATION,CITY,TRIP,LAKES,GLACIERS,CULTURAL FOOD
560,SHANDOOR,SHANDOOR FESTIVAL,CHITRAL GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
561,SHOUNTER,GREEN VALLEY,CHITRAL GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
562,RAKAPOSHI BASE CAMP 1 ,"CLIMBING,HIKING,TRACKING",MINAPIN GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
563,RAKAPOSHI BASE CAMP 2,"CLIMBING,HIKING,TRACKING",MINAPIN GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
564,SHUL-E-YAL,"CULTURE,LANDSCAPE , EVENTS, SHOPPING",JUTIYAL  GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
565,JAGIR BASEEN,"CULTURE, ARCHITECTTURE",GILGIT,GILGIT,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
566,SHUL-E-YAL,"CULTURE,LANDSCAPE , EVENTS, SHOPPING",JUTIYAL  GILGIT,GILGIT,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
567,MINIMARG VALLEY ASTORE,"CULTURE, ARCHITECTTURE,INFRASTRUCTURE ,LANDSCAPE ,",ASTORE ,ASTORE,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
568,RAMA VALLEY ASTORE,"CULTURE , EVENTS, SHOPPING",ASTORE ,ASTORE,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
569,RAMA VALLEY ASTORE,"CULTURE , EVENTS, SHOPPING",ASTORE ,ASTORE,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
570,BASHO VALLEY,"INFRASTRUCTURE ,LANDSCAPE , EVENTS",SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
571,STAK VALLEY,"INFRASTRUCTURE ,LANDSCAPE ",SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
572,ARANDU VALLEY,"INFRASTRUCTURE ,LANDSCAPE , EVENTS",SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
573,XARBA TSO LAKE,"SWIMMING,BOATING",SHIGAR,SHIGAR,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
574,TSOK NALA,"VILLAGE SIDE ,CULTURE,EVENTS",SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
575,KATPAN LAKE AND COLD DESERT, COLD DESERT,SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
576,SARFA RANGE COLDDESERT,DESERT,SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
577,HUSSAINABAD BROQ MASROOR ROCK,CLIMBING,SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
578,HUSSAIN ABAD WATERFALL,WATERFALL,SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
579,GULTURI,"VALLEY,CULTURE",SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
580,KHAMUSH WATERFALL,WATERFALL,SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
581,SHILA VALLEY,"CULTURE, ARCHITECTTURE,INFRASTRUCTURE ,LANDSCAPE , EVENTS, SHOPPING",SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
582,SHILA VALLEY,"CULTURE, ARCHITECTTURE,INFRASTRUCTURE ,LANDSCAPE , EVENTS, SHOPPING",SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
583,DAR LAY LAKE ASTORE,"SWIMMING,BOATING",ASTORE,ASTORE,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
584,PIONEER SETTLEMENT FOR CREATIVE ART,"PICNIC POINT,SEE NATURE ",ASTORE,ASTORE,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
585,GHORASHI LAKE,"SWIMMING,BOATING",KHARMANG,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
586,K2 MUSEM,"ARCHITECTTURE,INFRASTRUCTURE ,HISTORICAL THINGS,",SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
587,SKARDU FORT,"CULTURE,  EVENTS, SHOPPING",SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
588,DEOSAI PLANES,"PICNIC POINT,SEE NATURE",SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
589,SHINGRILA RESORT,"PICNIC POINT, LANDSCAPE,DINE AND BONFIRE",SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
590,SHEOSAR LAKE,"SWIMMING,BOATING",SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
591,KATZURA SAR LAKE,PICNIC POINT ,SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
592,ZHARBA TOS LAKE,SWIMMING,SHIGAR,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
593,PHOROQ LAKE,"SWIMMING,BOATING,PICNIC POINT",SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
594,SHIGAR BUDHA ROCK,"HIKING,TRACKING,PICNIC POINT",SHIGAR,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
595,CHUNDA VALLEY,"HIKING,TRACKING,PICNIC POINT",SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
596,DARKUT,"HIKING,TRACKING",SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
597,BURZIL PASS,"TRACKING,PICNIC POINT,STAY AND DINE",SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
598,DAS KHARIM,"TRACKING,PICNIC POINT,STAY AND DINE",SHIGAR,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
599,BANAK LA,"CULTURE, ARCHITECTTURE,INFRASTRUCTURE ,LANDSCAPE , EVENTS, SHOPPING",SHIGAR,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
600,BASHO VALLEY,"INFRASTRUCTURE ,LANDSCAPE , EVENTS",SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
601,STAK VALLEY,"INFRASTRUCTURE ,LANDSCAPE ",SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
602,ARANDU VALLEY,"INFRASTRUCTURE ,LANDSCAPE , EVENTS",SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
603,XARBA TSO LAKE,"SWIMMING,BOATING",SHIGAR,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
604,TSOK NALA,"VILLAGE SIDE ,CULTURE,EVENTS",SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
605,KATPAN LAKE AND COLD DESERT, COLD DESERT,SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
606,SARFA RANGE COLDDESERT,DESERT,SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
607,KATPAN LAKE AND COLD DESERT, COLD DESERT,SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
608,SARFA RANGE COLDDESERT,DESERT,SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
609,RAMA VALLEY ASTORE,"CULTURE , EVENTS, SHOPPING",SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
610,BURZIL PASS,"TRACKING,PICNIC POINT,STAY AND DINE",SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
611,DAS KHARIM,"TRACKING,PICNIC POINT,STAY AND DINE",SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
612,BANAK LA,"CULTURE, ARCHITECTTURE,INFRASTRUCTURE ,LANDSCAPE , EVENTS, SHOPPING",SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
613,BASHO VALLEY,"INFRASTRUCTURE ,LANDSCAPE , EVENTS",SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
614,STAK VALLEY,"INFRASTRUCTURE ,LANDSCAPE ",SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
615,ARANDU VALLEY,"INFRASTRUCTURE ,LANDSCAPE , EVENTS",SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
616,XARBA TSO LAKE,"SWIMMING,BOATING",SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
617,TSOK NALA,"VILLAGE SIDE ,CULTURE,EVENTS",SKARDU,SKARDU,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
618,KATPAN LAKE AND COLD DESERT, COLD DESERT,SKARDU,SKARDU,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
619,RAMA VALLEY ASTORE,"CULTURE , EVENTS, SHOPPING",ASTORE ,ASTORE,Adventure,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
620,KATPAN LAKE AND COLD DESERT, COLD DESERT,SKARDU,ASTORE,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
621,SARFA RANGE COLDDESERT,DESERT,SKARDU,ASTORE,Family,"SATRANGI LAKE ,SATRANGI LAKE,RAMA LAKE,RUSH LAKE,UPPER KACHURA LAKE,SATPARA LAKE,KUTWAL LAKE,KHALTI LAKE,BARAH LAKE,GHANCHE LAKE","BUROS-SHAPIK,GIYALIN,CHAMURKII,MOLIDA,SHARBAT,HARISA,FOTUK,DIRAM FITTI",
